,review
5011,"My flatmate rented out this film the other night, so we watched it together.<br /><br />The first impression is actually a positive one, because the whole movie is shot in this colorful, grainy, post-"
5012,"Hellborn starts as a young psychiatric doctor named James Bishop (Matt Stasi) takes up his residency at St. Andrews insane asylum, or 'mental illness facility' as they like to call it there. With near"
5013,"Well, Jesus of Montreal is basically an intelligent movie. The actors are indeed good and the technical side of the movie is okay. But, although I was very interested in the topic and like to think an"
5014,"Although this film put Davis on the map due to her brilliantly intense performance as the illiterate guttersnipe waitress/prostitute Mildred Rogers, this film is strangely unsatisfying to me as a whol"
5015,the photography was beautiful but i had difficulty understanding what was happening... was there a lot of symbolism?... the 2 goldfishes - do they mean something in Thai culture? there's not much plot
5016,"I saw the film tonight at a free preview screening, and despite the fact that I didn't pay a dime to see this film I still felt ripped off. Ladies and gentlemen, time is money and if you see this film"
5017,"Well, there you have it, another disillusion on my account. Two, actually! First of all, even though I like to think of myself that I know a little something about 70's euro-exploitation and its most "
5018,"I admire 'Kissing on the Mouth' for its frankness  pubic hair cutting and masturbation, especially from the lead/director Joe Swanberg. They weren't afraid to show trueness to everyday ""private"" occu"
5019,"There's so many things to fall for in Aro Tolbukhin. En la mente del asesino (Inside the killer's mind), that it's very hard to talk about it without giving any kind of warning. Let's just say that th"
5020,"Billy Chung Siu Hung's (the bloody swordplay film Assassin from 1993) film Love To Kill (Hong Kong, 1993) is among the strongest products of the Category III boom that inhabited the HK cinema in early"
5021,"The Fallen Ones starts with archaeologist Matt Fletcher (Casper Van Dien) in the desert discovering the mummified remains of a 42 foot tall giant, now there's something you don't see everyday. Matt is"
5022,"The Flock is not really a movie. It's a wannabe movie, with wannabe actors. Not including Richard Gere, he gave an excellent performance, but when only one of the actors truly gives himself to his cha"
5023,"Just had to write that one liner, but it really is. I love the gangster genre and this is the weakest entry I've seen in recent years . I have praises for everyone involved in most aspects except the "
5024,"Well, I finally saw it. I didn't go when it first came out because, well, frankly, I was afraid. Afraid of how bad it might be, or how disappointing. While not as bad as Menace, and better than Clones"
5025,"""The Last Wave"" is one of those movies that relies heavily on the mind. The title refers to the Aboriginal doomsday theory: there will be one last wave that wipes out everything.<br /><br />David Burt"
5026,"This may not be the worst comedy of all time, but it's close. The producers of this movie stole an hour and a half of my life, and I want it back!<br /><br />Chris Kattan is funny for about 10 minutes"
5027,"In keeping with Disney's well-known practice of stealing.. I mean.. buying out known properties and bastardizing them, this live-action version of the venerable cartoon classic has got to be one of th"
5028,"With this cast and budget you will expect more.<br /><br />John Cusack has made a number movies that border on the strange, yet still work. Neither he, his sister, nor Sir Ben could do anything to sav"
5029,"You need to watch this show once to have seen them all, the formula is exactly the same in each episode. Jim does something his way he means well but he upsets his wife, at the end she finds out that "
5030,"Well, of course not, women are overly sensitive and needy on average, which is interestingly portrayed from mother to whore, though not pseudo-artistically, extravagantly, or blatantly dwelt on. Unlik"
5031,The tenuous connection between this film and the first Grease is established right at the beginning of the film when Didi Conn one of four cast members repeating their roles approaches young Maxwell C
5032,"My friends and I went into this movie not knowing what to expect, but hoping for the best. When we came out, we were only slightly more informed on what the plot of the movie actually was. Though not "
5033,Posh Spice Victoria Beckham and her alleged new adventures after just moving to LA for work purposes (footballer hubby David is now a Galaxy LA player after his transfer from Real Madrid) was original
5034,"Despite its rather salacious title, this is a light teen dramedy. Unless you're an old coot, you'll probably find it likeable. It isn't so good on developing characters or situations smoothly, though."
5035,"How the Grinch Stole Christmas was a wonderful little Christmas cartoon that anyone could easily enjoy, I never did see the reason for a remake. Not to mention a remake that was made with humans, the "
5036,"The explosion of TV channels must be eternally grateful to the Randolph Scott Western production line, because any any moment there must be one of what seems like a hundred Randolph Scott movies playi"
